"k_4","Subtitles","k_5","k_6","Film","Rank","Title","n_days","ID","Critic.Rating","Critic.Votes","User.Votes","Budget","Star.Power","User.Rating","Runtime","Netflix.Original.dummy.","Adventure"," Drama"," Family"," History"," Romance","Drama"," Fantasy"," Sci-Fi","Documentary","Action"," Adventure"," Thriller"," Crime"," Mystery","Animation"," Comedy"," Musical","Crime"," Horror","Thriller"," Western","Comedy"," War"," Sport"," Music"," Reality-TV","Fantasy","Horror"," Biography"," Action","Biography","Romance","Mystery","Family"
"4","Subtitles/subtitles_tt15553956.txt","1","1","Films (Non-English)",4,"Love and Leashes",14,15553956,52,24,90,0,5,6.3,117,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt15494038.txt","3","2","Films (Non-English)",9,"Drifting Home",21,15494038,53,27,18,0,3,6.2,119,"1",0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt11240506.txt","3","2","Films (Non-English)",6,"Nobody Sleeps in the Woods Tonight",7,11240506,52,37,198,0,10,4.9,102,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt8695030.txt","4","1","Films (English)",6,"The Dead Don't Die",7,8695030,53,350,1500,0,27,5.4,104,"1",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt4457020.txt","2","4","Films (Non-English)",7,"El Jeremías",21,4457020,52,14,5,0,8,7.2,95,"1",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt4105584.txt","3","2","Films (Non-English)",8,"Deep",7,4105584,52,10,33,6e+06,11,4.2,93,"1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt10516196.txt","1","6","Films (Non-English)",8,"The Getaway King",7,10516196,52,9,17,2e+06,13,6.5,100,"1",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt12861850.txt","3","6","Films (Non-English)",4,"Chandigarh Kare Aashiqui",14,12861850,52,16,186,0,7,6.8,117,"1",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt12546872.txt","5","3","Films (English)",6,"This Little Love of Mine",14,12546872,52,10,71,0,2,5.3,91,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4","Subtitles/subtitles_tt2463208.txt","2","4","Films (English)",8,"The Adam Project",56,2463208,55,212,1200,1.16e+08,11,6.7,106,"1",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt21237030.txt","2","4","Films (Non-English)",8,"Carter",28,21237030,52,42,267,0,6,5.1,132,"1",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt9134216.txt","2","4","Films (English)",7,"Playing with Fire",7,9134216,24,68,284,29900000,16,5.1,96,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt10366574.txt","4","5","Films (Non-English)",7,"Prayers for the Stolen",14,10366574,83,46,20,0,10,7.3,110,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt5563324.txt","2","4","Films (English)",6,"Intrusion",14,5563324,39,54,356,0,7,5.2,92,"1",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt0076843.txt","4","5","Films (Non-English)",4,"The Turning Point",14,76843,68,17,36,0,14,6.8,119,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt21742248.txt","3","2","Films (Non-English)",9,"Fenced In",21,21742248,52,7,NA,0,4,4.3,110,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt3766354.txt","1","6","Films (English)",6,"The Equalizer 2",7,3766354,50,240,801,6.2e+07,23,6.7,121,"1",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt1879016.txt","2","4","Films (English)",8,"Operation Mincemeat",14,1879016,65,115,264,0,20,6.6,128,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt6925902.txt","1","6","Films (Non-English)",7,"More the Merrier",14,6925902,52,11,23,0,20,5.4,111,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt1133985.txt","3","2","Films (English)",10,"Green Lantern",7,1133985,39,437,739,2e+08,28,5.5,114,"1",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt1259528.txt","4","1","Films (English)",9,"Den of Thieves",7,1259528,49,189,630,3e+07,21,7,140,"1",0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt14781176.txt","5","3","Films (Non-English)",9,"The 8th Night",21,14781176,52,40,47,0,5,5.3,115,"1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4","Subtitles/subtitles_tt1055369.txt","2","4","Films (English)",5,"Transformers: Revenge of the Fallen",7,1055369,35,375,1500,2e+08,54,5.9,149,"1",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt14992922.txt","5","3","Films (English)",6,"The Tinder Swindler",35,14992922,52,49,351,0,2,7.1,114,"1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt14309446.txt","3","2","Films (English)",6,"Me Time",35,14309446,25,58,228,8e+07,21,5,101,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt18968540.txt","3","2","Films (Non-English)",10,"Incantation",35,18968540,52,46,170,1443163.32163858,5,6.2,110,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2","Subtitles/subtitles_tt15204288.txt","1","6","Films (Non-English)",9,"Confessions of an Invisible Girl",35,15204288,52,15,12,0,6,5.2,91,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt13003996.txt","2","4","Films (Non-English)",6,"My Brother, My Sister",21,13003996,52,14,13,0,5,6,110,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt0369339.txt","1","6","Films (English)",10,"Collateral",7,369339,71,232,1000,6.5e+07,31,7.5,120,"1",0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt14465894.txt","2","4","Films (Non-English)",6,"Restless",35,14465894,52,20,46,0,7,5.8,95,"1",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt1409024.txt","5","3","Films (English)",9,"Men in Black 3",7,1409024,58,456,425,2.25e+08,77,6.8,106,"1",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt1051906.txt","4","5","Films (English)",8,"The Invisible Man",7,1051906,72,475,2,7e+06,14,7.1,124,"1",0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt16969906.txt","3","2","Films (Non-English)",9,"40 Years Young",14,16969906,52,6,7,0,10,4.4,81,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt10345782.txt","5","3","Films (Non-English)",4,"The Catholic School",14,10345782,52,28,20,0,10,5.7,106,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt15216504.txt","2","4","Films (Non-English)",9,"The Women and the Murderer",14,15216504,52,9,20,0,1,6.4,92,"1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt1972591.txt","2","4","Films (English)",5,"King Arthur: Legend of the Sword",7,1972591,41,360,1100,1.75e+08,40,6.7,126,"1",0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt0803096.txt","5","3","Films (English)",4,"Warcraft",14,803096,32,373,1000,1.6e+08,39,6.7,123,"1",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt14307536.txt","2","4","Films (English)",4,"A Jazzman's Blues",14,14307536,63,28,57,0,8,6.7,127,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt1099212.txt","4","5","Films (English)",7,"Twilight",21,1099212,56,355,1800,3.7e+07,23,5.3,122,"1",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt5734576.txt","3","2","Films (English)",9,"The Possession of Hannah Grace",7,5734576,37,130,311,7700000,10,5.2,86,"1",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2","Subtitles/subtitles_tt9421570.txt","1","4","Films (English)",8,"The Guilty",28,9421570,63,174,1200,0,21,6.3,90,"1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt1413492.txt","4","5","Films (English)",10,"12 Strong",14,1413492,54,170,436,3.5e+07,27,6.5,130,"1",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt8783532.txt","1","6","Films (Non-English)",7,"School Life",7,8783532,52,20,12,0,10,6.5,111,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt10763820.txt","1","6","Films (English)",3,"Night Teeth",14,10763820,42,68,245,2.5e+07,15,5.7,107,"1",0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt21106646.txt","2","4","Films (English)",7,"The Next 365 Days",21,21106646,52,23,106,0,8,2.7,112,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt15521050.txt","2","4","Films (English)",3,"Love & Gelato",14,15521050,52,18,90,0,5,5.1,110,"1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt1127715.txt","1","6","Films (Non-English)",10,"Sin Nombre",14,1127715,77,160,91,0,17,7.5,96,"1",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt0493405.txt","4","5","Films (English)",9,"CHIPS",14,493405,28,126,231,2.5e+07,40,6,100,"1",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt1959490.txt","3","2","Films (English)",7,"Noah",7,1959490,68,448,1400,1.25e+08,35,5.8,138,"1",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt14995258.txt","3","4","Films (Non-English)",6,"No Limit",28,14995258,52,17,10,7900000,3,5.8,118,"1",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt16088568.txt","1","6","Films (Non-English)",8,"Anonymously Yours",28,16088568,52,18,12,0,0,5.7,100,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt15575356.txt","1","6","Films (Non-English)",6,"Too Old for Fairy Tales",21,15575356,52,11,7,0,5,6.2,106,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt1712261.txt","2","1","Films (English)",9,"Triple 9",7,1712261,52,261,216,2e+07,24,6.3,115,"1",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt12851396.txt","3","2","Films (English)",3,"Trollhunters: Rise of the Titans",14,12851396,52,15,181,0,31,6.7,104,"1",0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2","Subtitles/subtitles_tt7027092.txt","1","6","Films (Non-English)",9,"Budapest",7,7027092,52,8,23,0,7,5.4,102,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt12441478.txt","5","3","Films (Non-English)",6,"Earwig and the Witch",14,12441478,46,63,134,0,8,4.8,82,"1",0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt14107554.txt","2","4","Films (Non-English)",10,"Dasvi",21,14107554,52,26,443,3426753.15138906,6,7.3,125,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt10752004.txt","1","6","Films (English)",10,"Love Hard",35,10752004,42,59,478,0,13,6.3,104,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt14592948.txt","3","4","Films (Non-English)",8,"Loving Adults",42,14592948,52,19,40,0,9,6.5,104,"1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt1599348.txt","5","3","Films (English)",8,"Safe House",14,1599348,52,204,368,8.5e+07,30,6.7,115,"1",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt21933110.txt","1","6","Films (Non-English)",3,"Old People",7,21933110,52,24,43,5,4,5,101,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4","Subtitles/subtitles_tt10530176.txt","5","1","Films (English)",7,"The Call",7,10530176,52,55,351,0,10,7.1,112,"1",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt10456740.txt","4","5","Films (Non-English)",5,"Lost Bullet",21,10456740,78,43,109,0,14,6.3,92,"1",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt6402468.txt","3","2","Films (Non-English)",7,"Blood Red Sky",105,6402468,43,92,813,1.5e+07,16,6.1,121,"1",0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt7616798.txt","5","3","Films (English)",10,"A Dog's Way Home",7,7616798,50,64,203,1.8e+07,25,6.7,96,"1",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt4595186.txt","5","3","Films (English)",1,"Luckiest Girl Alive",7,4595186,54,41,147,0,22,6.4,113,"1",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt14210720.txt","1","6","Films (Non-English)",9,"HollyBlood",7,14210720,52,13,10,0,7,4.3,87,"1",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt21340300.txt","5","3","Films (English)",8,"Untold: The Girlfriend Who Didn't Exist",14,21340300,52,7,88,0,3,7.2,124,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1","Subtitles/subtitles_tt14817272.txt","3","3","Films (English)",5,"The Weekend Away",21,14817272,51,59,293,0,5,5.6,89,"1",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt12929990.txt","5","3","Films (English)",10,"Resort to Love",28,12929990,46,29,87,0,6,5.7,101,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt21281774.txt","4","5","Films (Non-English)",7,"Bank Robbers: The Last Great Heist",14,21281774,52,10,NA,0,1,7.1,109,"1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt14898794.txt","4","5","Films (Non-English)",9,"In Good Hands",35,14898794,52,11,20,0,4,5.7,104,"1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt2250912.txt","1","6","Films (English)",6,"Spider-Man: Homecoming",21,2250912,73,593,1500,1.75e+08,47,7.4,133,"1",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt5919756.txt","3","2","Films (English)",7,"Disappearance at Clifton Hill",7,5919756,61,63,92,0,15,5.4,100,"1",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt0036098.txt","2","1","Films (Non-English)",10,"Lassie Come Home",7,36098,78,15,41,0,7,7.1,89,"1",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt1650535.txt","3","3","Films (Non-English)",5,"The Entitled",14,1650535,52,16,38,4500000,10,6.1,91,"1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt14439896.txt","3","2","Films (English)",9,"Father Stu",14,14439896,40,74,265,4e+06,24,6.5,124,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1","Subtitles/subtitles_tt2034800.txt","5","3","Films (English)",10,"The Great Wall",7,2034800,42,297,540,1.5e+08,16,5.9,103,"1",0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt7615052.txt","3","2","Films (English)",5,"Daughter of the Wolf",7,7615052,36,20,123,0,8,4.6,88,"1",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt10521092.txt","1","6","Films (Non-English)",9,"The Forgotten Battle",42,10521092,52,35,267,1.4e+07,23,7.1,124,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt8368408.txt","3","2","Films (English)",4,"Gunpowder Milkshake",7,8368408,47,162,750,3e+07,19,6,114,"1",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt12808182.txt","3","6","Films (Non-English)",6,"The Last Mercenary",35,12808182,48,49,118,13500000,18,5.3,110,"1",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt6146586.txt","1","1","Films (English)",7,"John Wick: Chapter 3 - Parabellum",7,6146586,73,402,2400,7.5e+07,42,7.4,130,"1",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt0480255.txt","2","4","Films (English)",5,"The Losers",7,480255,44,176,276,2.5e+07,18,6.3,97,"1",0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt9783600.txt","5","1","Films (English)",7,"Spiderhead",21,9783600,54,125,509,0,8,5.4,106,"1",0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt3588588.txt","3","2","Films (English)",10,"Backtrace",7,3588588,34,47,102,0,10,3.8,92,"1",0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt21848358.txt","2","1","Films (Non-English)",7,"Jogi",7,21848358,52,19,59,0,6,7.3,116,"1",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt15083184.txt","2","4","Films (English)",6,"I Came By",21,15083184,57,52,177,0,10,6.1,110,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
