"k_4","Subtitles","k_5","k_6","Film","Rank","Title","n_days","ID","Critic.Rating","Critic.Votes","User.Votes","Budget","Star.Power","User.Rating","Runtime","Netflix.Original.dummy.","Adventure"," Drama"," Family"," History"," Romance","Drama"," Fantasy"," Sci-Fi","Documentary","Action"," Adventure"," Thriller"," Crime"," Mystery","Animation"," Comedy"," Musical","Crime"," Horror","Thriller"," Western","Comedy"," War"," Sport"," Music"," Reality-TV","Fantasy","Horror"," Biography"," Action","Biography","Romance","Mystery","Family"
"3","Subtitles/subtitles_tt1655389.txt","4","5","Films (English)",4,"Blonde",14,1655389,50,438,877,2.2e+07,31,5.5,167,"1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2","Subtitles/subtitles_tt0108473.txt","1","1","Films (English)",10,"The Vanishing",7,108473,49,44,143,2e+07,10,6.3,109,"1",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt10521144.txt","5","3","Films (English)",9,"Nightbooks",14,10521144,65,47,118,0,12,5.7,103,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1","Subtitles/subtitles_tt2351310.txt","5","3","Films (Non-English)",5,"Flu",7,2351310,40,57,100,0,23,6.6,122,"1",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt6324278.txt","2","4","Films (English)",8,"Abominable",14,6324278,61,143,293,7.5e+07,15,7,97,"1",0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt12783454.txt","5","3","Films (English)",9,"The Kissing Booth 3",21,12783454,36,39,262,0,11,4.8,112,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt0126029.txt","2","4","Films (English)",10,"Shrek",49,126029,84,178,1200,6e+07,20,7.9,90,"1",0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt1396484.txt","5","3","Films (English)",10,"It",7,1396484,69,634,2100,3.5e+07,30,7.3,135,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1","Subtitles/subtitles_tt11755740.txt","3","2","Films (English)",3,"Texas Chainsaw Massacre",14,11755740,34,230,1500,2e+07,9,4.8,83,"1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt8231668.txt","3","2","Films (English)",5,"Good on Paper",7,8231668,54,43,165,0,11,5.6,92,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt14369296.txt","1","6","Films (Non-English)",4,"Doom of Love",14,14369296,52,16,19,0,8,4.9,100,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt14168118.txt","2","1","Films (Non-English)",2,"7 Prisoners",14,14168118,80,62,43,0,9,7.1,93,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt8851148.txt","2","4","Films (English)",7,"The In Between",28,8851148,52,20,97,0,9,5.9,115,"1",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt14158554.txt","4","5","Films (English)",6,"Fistful of Vengeance",14,14158554,44,39,134,0,10,4.4,96,"1",0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt11286314.txt","5","3","Films (English)",10,"Don't Look Up",56,11286314,49,309,4600,7.5e+07,51,7.2,138,"1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt8983230.txt","2","4","Films (Non-English)",10,"Broad Peak",14,8983230,52,19,8,0,10,5.9,101,"1",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3","Subtitles/subtitles_tt12618926.txt","4","5","Films (Non-English)",5,"Parallel Mothers",14,12618926,88,210,108,0,13,7.1,123,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt4181172.txt","1","1","Films (English)",7,"Shooter",7,4181172,52,12,254,0,35,7.5,60,"1",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt0469641.txt","2","4","Films (English)",10,"World Trade Center",7,469641,66,220,623,6.5e+07,45,6,129,"1",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt11233960.txt","3","2","Films (English)",5,"The Unforgivable",35,11233960,41,94,939,0,21,7.1,112,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt4976192.txt","1","6","Films (English)",6,"211",7,4976192,21,45,233,0,9,4.4,86,"1",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt15036416.txt","4","1","Films (Non-English)",10,"Shiny_Flakes: The Teenage Drug Lord",28,15036416,52,10,19,0,2,7.3,96,"1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3","Subtitles/subtitles_tt7518786.txt","4","5","Films (Non-English)",8,"'83",14,7518786,52,17,737,0,28,7.5,162,"1",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"4","Subtitles/subtitles_tt8009428.txt","2","4","Films (English)",9,"Hustle",42,8009428,68,120,444,0,36,7.3,117,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt9271164.txt","1","1","Films (English)",6,"Only Mine",7,9271164,52,9,113,0,9,4.7,87,"1",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt18923048.txt","3","2","Films (Non-English)",9,"Operation Romeo",7,18923048,52,4,35,0,3,6.3,132,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt10028196.txt","5","1","Films (Non-English)",2,"Laal Singh Chaddha",7,10028196,46,35,1900,22029127.4017868,9,5.3,159,"1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt21340412.txt","5","3","Films (English)",10,"Inside the Mind of a Cat",7,21340412,52,7,27,0,1,6.9,67,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt22071864.txt","2","4","Films (Non-English)",6,"Jumping from High Places",7,22071864,52,14,NA,0,4,5.6,88,"1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt8579674.txt","5","3","Films (English)",7,"1917",7,8579674,78,520,3400,9.5e+07,19,8.2,119,"1",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt1365519.txt","1","1","Films (English)",10,"Tomb Raider",7,1365519,48,416,1400,9.4e+07,19,6.3,119,"1",0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt11905962.txt","4","5","Films (Non-English)",7,"Sputnik",7,11905962,61,163,288,3125000,4,6.4,113,"1",0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt12877640.txt","5","3","Films (Non-English)",7,"A Classic Horror Story",14,12877640,52,72,284,3e+06,6,5.7,95,"1",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt14315566.txt","2","4","Films (Non-English)",9,"Bartkowiak",21,14315566,52,13,8,0,7,5.1,91,"1",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt4439620.txt","2","1","Films (English)",8,"Redemption Day",7,4439620,22,21,1100,0,12,4.6,99,"1",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt10691162.txt","2","4","Films (English)",5,"Aftermath",14,10691162,52,29,402,0,10,5.3,114,"1",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt10101702.txt","2","4","Films (English)",5,"My Little Pony: A New Generation",35,10101702,52,17,105,0,20,6.8,90,"1",0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt2869728.txt","5","3","Films (English)",6,"Ride Along 2",7,2869728,32,130,90,4e+07,40,5.9,102,"1",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt8746404.txt","5","3","Films (English)",7,"Marmaduke",21,8746404,52,17,52,0,22,3.4,88,"1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt13978306.txt","2","4","Films (English)",8,"Brazen",21,13978306,52,47,381,0,9,4.1,94,"1",0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt3876910.txt","1","6","Films (English)",4,"Dangerous",14,3876910,27,35,118,8e+06,14,5.1,99,"1",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt3794354.txt","5","3","Films (English)",8,"Sonic the Hedgehog",56,3794354,47,284,1400,8.5e+07,29,6.5,99,"1",0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt1440129.txt","4","1","Films (English)",10,"Battleship",7,1440129,41,388,1000,2.09e+08,36,5.8,131,"1",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt13691036.txt","2","4","Films (Non-English)",6,"Meskina",14,13691036,52,14,9,0,9,5.6,98,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt12459520.txt","2","4","Films (Non-English)",10,"The Claus Family",42,12459520,52,11,21,0,11,5.5,96,"1",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt4779326.txt","4","5","Films (English)",5,"The Water Man",7,4779326,68,53,81,0,7,5.5,91,"1",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt10886166.txt","5","3","Films (English)",10,"365 Days",14,10886166,52,55,1400,0,11,3.3,114,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt12664618.txt","4","1","Films (Non-English)",10,"Sinkhole",7,12664618,52,10,25,0,11,6.1,117,"1",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt1067774.txt","2","4","Films (English)",10,"Monte Carlo",7,1067774,43,91,67,2e+07,15,5.8,109,"1",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt8469890.txt","5","3","Films (Non-English)",8,"For Better, for Worse",7,8469890,52,98,2,0,12,4.6,86,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt13029044.txt","2","4","Films (English)",10,"Mother/Android",21,13029044,43,53,476,0,12,4.9,110,"1",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt14463484.txt","4","5","Films (Non-English)",10,"Through My Window",91,14463484,52,20,96,0,4,5.4,116,"1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt10230994.txt","1","6","Films (English)",3,"Beckett",14,10230994,52,98,652,0,15,5.6,110,"1",0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt11057644.txt","5","3","Films (English)",9,"The Christmas Chronicles: Part Two",21,11057644,51,64,427,0,17,6,112,"1",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt13793230.txt","2","4","Films (Non-English)",6,"Jaadugar",14,13793230,52,15,208,0,7,6.9,167,"1",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt0393162.txt","2","4","Films (English)",10,"Coach Carter",7,393162,57,65,274,3e+07,27,7.3,136,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2","Subtitles/subtitles_tt0120338.txt","1","1","Films (English)",8,"Titanic",14,120338,75,227,3200,2e+08,50,7.9,194,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt6269368.txt","3","2","Films (English)",10,"The Clovehitch Killer",7,6269368,59,60,355,0,8,6.5,109,"1",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt15033192.txt","5","3","Films (English)",4,"Windfall",14,15033192,52,97,332,0,5,5.7,92,"1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt9471660.txt","1","6","Films (Non-English)",4,"Fever Dream",7,9471660,75,39,27,0,7,5.4,93,"1",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt13327038.txt","1","1","Films (English)",3,"Do Revenge",21,13327038,66,87,167,2.5e+07,13,6.4,118,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt11460976.txt","3","2","Films (Non-English)",10,"Prime Time",7,11460976,52,32,32,0,9,5.2,93,"1",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt2303687.txt","2","1","Films (English)",9,"Line of Duty",7,2303687,52,37,462,0,20,8.7,60,"1",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt8707922.txt","5","3","Films (English)",9,"Can You Keep a Secret?",7,8707922,35,23,250,0,9,5.3,94,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt12881516.txt","4","5","Films (Non-English)",6,"Black Island",21,12881516,52,15,43,0,8,5.2,104,"1",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt1863352.txt","5","3","Films (Non-English)",10,"Lost Paradise",7,1863352,52,98,2,0,5,5.6,93,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt1033643.txt","1","1","Films (English)",3,"What Happens in Vegas",7,1033643,36,73,190,3.5e+07,24,6.1,99,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt8241000.txt","2","4","Films (English)",8,"Extinct",7,8241000,52,16,42,0,25,5.4,84,"1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt2568862.txt","4","1","Films (English)",7,"Going in Style",14,2568862,50,189,195,2.5e+07,26,6.6,96,"1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt0071771.txt","3","2","Films (English)",10,"The Longest Yard",7,71771,61,61,74,2900000,12,7.1,121,"1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt9660688.txt","1","6","Films (Non-English)",10,"Black Beach",7,9660688,52,15,35,0,10,5.6,110,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt10696784.txt","5","3","Films (English)",5,"The Harder They Fall",21,10696784,68,150,1000,0,28,6.6,139,"1",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt15565724.txt","2","4","Films (Non-English)",2,"Grumpy Christmas",7,15565724,52,5,7,0,6,4.4,87,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt1856101.txt","2","1","Films (English)",6,"Blade Runner 2049",7,1856101,81,561,2400,1.5e+08,22,8,164,"1",0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt2872518.txt","1","6","Films (English)",5,"The Shack",7,2872518,32,109,464,2e+07,22,6.2,132,"1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt11594766.txt","3","2","Films (Non-English)",8,"The Secret Diary of an Exchange Student",28,11594766,52,9,7,0,6,5.3,96,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt12738164.txt","2","4","Films (Non-English)",10,"Brother in Love 2",7,12738164,52,98,4,0,10,6.5,115,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt3393786.txt","2","1","Films (English)",7,"Jack Reacher: Never Go Back",7,3393786,47,306,450,6e+07,34,6.1,118,"1",0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt15085802.txt","3","2","Films (English)",10,"Untold: Malice at the Palace",7,15085802,52,13,50,0,10,7.5,68,"1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt12532368.txt","3","2","Films (English)",9,"Chickenhare and the Hamster of Darkness",28,12532368,52,13,20,2e+07,4,6.3,91,"1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt12663772.txt","2","4","Films (Non-English)",9,"In Our Prime",7,12663772,52,5,4,0,3,6.6,117,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt13729220.txt","4","1","Films (Non-English)",7,"Photocopier",21,13729220,52,25,43,0,17,6.8,130,"1",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt7545524.txt","3","2","Films (English)",10,"Ben Is Back",7,7545524,66,162,144,1.3e+07,18,6.7,103,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt13623916.txt","4","5","Films (Non-English)",10,"Toolsidas Junior",7,13623916,52,2,44,0,6,7.4,132,"1",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt0078350.txt","4","5","Films (Non-English)",1,"The Swarm",14,78350,30,69,163,2.1e+07,19,4.5,116,"1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2","Subtitles/subtitles_tt13701962.txt","1","6","Films (English)",8,"A California Christmas: City Lights",14,13701962,52,16,45,0,7,5.5,106,"1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt7975244.txt","3","2","Films (English)",10,"Jumanji: The Next Level",7,7975244,58,255,1000,1.25e+08,27,6.7,123,"1",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt8310474.txt","3","2","Films (English)",9,"Bruised",21,8310474,52,81,242,1.1e+07,16,6.2,129,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt13655328.txt","4","5","Films (English)",8,"End of the Road",21,13655328,44,34,116,0,8,4.7,89,"1",0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt12299824.txt","1","1","Films (Non-English)",4,"JJ+E",14,12299824,52,15,17,0,7,5.3,90,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt6902332.txt","2","4","Films (English)",10,"The Marksman",14,6902332,44,110,521,2.3e+07,9,5.6,108,"1",0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
